OTU	Sample	Abundance	Plant.Name	Treatment	Shoot_mass_g	Pod_mass_g	N_pods	Root_mass_g	Kingdom	Phylum	Class	Order	Family	Genus
OTU_269	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Other
OTU_269	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Other
OTU_270	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_270	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_271	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Other
OTU_276	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_276	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Glomeromycota	Paraglomeromycetes			Other
OTU_282	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_282	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Other
OTU_291	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Sordariomycetes			Other
OTU_291	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Sordariomycetes			Other
OTU_292	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_292	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Other
OTU_295	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_295	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Other
OTU_301	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	N5	0	N5	Nutrient addition	29.51	8.49	18	9.51	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	D2	0	D2	Water withholding	2.82	0.52	2	1.48	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	D3	0	D3	Water withholding	0.86	0.8	6	5.2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_301	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Other
OTU_34	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	N1	0	N1	Nutrient addition	20.78	15.33	39	23.67	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	D1	0	D1	Water withholding	2.92	2.51	6	3.49	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	N6	0	N6	Nutrient addition	27.72	4.97	16	11.03	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	N3	0	N3	Nutrient addition	19.86	7.4	21	13.6	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C5	0	C5	Control	3.29	2.21	7	4.79	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	D6	0	D6	Water withholding	1.01	1.47	5	3.53	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	N4	0	N4	Nutrient addition	22.51	10.75	24	13.25	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	D4	0	D4	Water withholding	1.82	1.07	4	2.93	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_34	C2	0	C2	Control	4.28	5.45	10	4.55	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales		Other
OTU_46	C7	0	C7	Control	2.85	2.6	6	3.4	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	C6	0	C6	Control	5.33	2.48	6	3.52	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	D5	0	D5	Water withholding	2.77	1.39	6	4.61	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	C3	0	C3	Control	5.42	2.37	6	3.63	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	D7	0	D7	Water withholding	1.15	1.15	2	0.85	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	N2	0	N2	Nutrient addition	34.38	4.06	9	4.94	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	C8	0	C8	Control	5.41	3.25	7	3.75	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	C4	0	C4	Control	4.75	5.08	4	-1.08	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	C1	0	C1	Control	3.5	3.78	7	3.22	Fungi	Chytridiomycota	Chytridiomycetes			Other
OTU_46	N7	0	N7	Nutrient addition	12.42	8.83	15	6.17	Fungi	Chytridiomycota	Chytridiomycetes			Other
