"","OTU","Sample","Abundance","Plant.Name","Treatment","Shoot_mass_g","Pod_mass_g","N_pods","Root_mass_g","pH","P","K","Ca","Mg","OM","NO3","NH4","Richness","Shannon","Pielou","PD_whole_tree","Domain","Phylum","Class","Order","Family","Genus"
"94","ARNI01000005.12.1498","D7",8.97907874652061e-05,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,52,1.70570270229554,0.431687545436433,2.70387,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"95","ARNI01000005.12.1498","D1",8.97907874652061e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,22,0.470668673147825,0.152268589076303,1.48423,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"96","CP006941.13451.15024","D1",8.97907874652061e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,22,0.470668673147825,0.152268589076303,1.48423,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Paenibacillaceae"," Paenibacillus"
"97","CP015378.146768.148325","N5",8.97907874652061e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,56,1.66806949705806,0.414390996169932,3.07158,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Fictibacillus"
"98","CP015378.146768.148325","N4",8.97907874652061e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,54,1.6608691990153,0.416363961256203,3.07988,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Fictibacillus"
"99","CP019158.175094.176630","N4",8.97907874652061e-05,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,54,1.6608691990153,0.416363961256203,3.07988,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Sphingobacterium"
"100","EU771840.1.1404","C4",8.97907874652061e-05,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,26,0.222503392104477,0.0682924491364503,0.96037,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Planococcaceae"," Solibacillus"
"101","EU771840.1.1404","N5",8.97907874652061e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,56,1.66806949705806,0.414390996169932,3.07158,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Planococcaceae"," Solibacillus"
"102","FPLN01008484.58.1586","N5",8.97907874652061e-05,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,56,1.66806949705806,0.414390996169932,3.07158,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Enterobacteriales"," Enterobacteriaceae"," Escherichia-Shigella"
"103","HQ120337.1.1406","C1",8.97907874652061e-05,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,24,0.241324146918183,0.0759345687016766,1.4484,"Bacteria"," BRC1"," uncultured bacterium"," uncultured bacterium"," uncultured bacterium"," BRC1"
"104","HQ330573.1.1396","C1",8.97907874652061e-05,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,24,0.241324146918183,0.0759345687016766,1.4484,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Steroidobacterales"," Steroidobacteraceae"," Steroidobacteraceae"
"105","HQ620695.1.1592","N7",8.97907874652061e-05,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,31,0.181748581272079,0.052926400259936,1.62139,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Bacillaceae"
"106","HQ620695.1.1592","D4",8.97907874652061e-05,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,35,1.03803564587682,0.291964563785062,1.53812,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Bacillaceae"
"107","HQ620695.1.1592","D3",8.97907874652061e-05,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,38,1.0897799791927,0.299588774352129,0.98141,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Bacillaceae"
"108","HQ620695.1.1592","D5",8.97907874652061e-05,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,29,1.02079034308092,0.303148399968475,1.15845,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Bacillaceae"
"109","JN417563.1.1533","N3",8.97907874652061e-05,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,17,0.348751670731124,0.123094037892617,0.83069,"Bacteria"," Nitrospirae"," Nitrospira"," Nitrospirales"," Nitrospiraceae"," Nitrospira"
"110","KC554661.1.1526","N7",8.97907874652061e-05,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,31,0.181748581272079,0.052926400259936,1.62139,"Bacteria"," Actinobacteria"," Actinobacteria"," Frankiales"," Geodermatophilaceae"," Blastococcus"
"111","KC554661.1.1526","N1",8.97907874652061e-05,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,19,0.408945801780567,0.138887511228485,0.8546,"Bacteria"," Actinobacteria"," Actinobacteria"," Frankiales"," Geodermatophilaceae"," Blastococcus"
"112","KJ191972.1.1452","C2",8.97907874652061e-05,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,21,0.225863026629426,0.0741866848576482,1.11965,"Bacteria"," Proteobacteria"," Alphaproteobacteria"," Rhizobiales"," uncultured"," Rhizobiales"
"113","KJ685888.1.1525","N8",8.97907874652061e-05,"N8","Nutrient addition",17.14,10.55,15,12.51,7.7,42,46,1679,178,3.2,11.5,0.1,31,0.163640369063508,0.0476531679703922,1.01778,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Virgibacillus"
"114","KJ685888.1.1525","D1",8.97907874652061e-05,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,22,0.470668673147825,0.152268589076303,1.48423,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Virgibacillus"
"115","KJ685888.1.1525","C5",8.97907874652061e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,27,0.215504758059561,0.0653869614368462,1.09948,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Bacillaceae"," Virgibacillus"
"116","KR029299.1.1517","C5",8.97907874652061e-05,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,27,0.215504758059561,0.0653869614368462,1.09948,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Planococcaceae"," Sporosarcina"
"117","KR029299.1.1517","N8",8.97907874652061e-05,"N8","Nutrient addition",17.14,10.55,15,12.51,7.7,42,46,1679,178,3.2,11.5,0.1,31,0.163640369063508,0.0476531679703922,1.01778,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Planococcaceae"," Sporosarcina"
"118","KX783566.1.1548","D8",8.97907874652061e-05,"D8","Water withholding",0.99,1.79,3,3.46,7.8,34,43,1588,176,3,42.4,1.4,55,1.6330743654033,0.407521483719243,2.54848,"Bacteria"," Firmicutes"," Bacilli"," Bacillales"," Planococcaceae"," Domibacillus"
"119","LNNI01000005.225118.226745","D8",8.97907874652061e-05,"D8","Water withholding",0.99,1.79,3,3.46,7.8,34,43,1588,176,3,42.4,1.4,55,1.6330743654033,0.407521483719243,2.54848,"Bacteria"," Proteobacteria"," Gammaproteobacteria"," Pseudomonadales"," Pseudomonadaceae"," Pseudomonas"
"120","AB905983.1.1517","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,31,0.181748581272079,0.052926400259936,1.62139,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"121","AB905983.1.1517","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,52,1.70570270229554,0.431687545436433,2.70387,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"122","AB905983.1.1517","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,35,1.03803564587682,0.291964563785062,1.53812,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"123","AB905983.1.1517","N8",0,"N8","Nutrient addition",17.14,10.55,15,12.51,7.7,42,46,1679,178,3.2,11.5,0.1,31,0.163640369063508,0.0476531679703922,1.01778,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"124","AB905983.1.1517","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,24,0.241324146918183,0.0759345687016766,1.4484,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"125","AB905983.1.1517","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,54,1.71295715088289,0.429421910663761,2.67229,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"126","AB905983.1.1517","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,22,0.470668673147825,0.152268589076303,1.48423,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"127","AB905983.1.1517","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,54,1.6608691990153,0.416363961256203,3.07988,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"128","AB905983.1.1517","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,22,0.204313496254696,0.0660985733252276,0.85516,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"129","AB905983.1.1517","D8",0,"D8","Water withholding",0.99,1.79,3,3.46,7.8,34,43,1588,176,3,42.4,1.4,55,1.6330743654033,0.407521483719243,2.54848,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"130","AB905983.1.1517","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,23,0.195175305821906,0.0622470629447706,0.97772,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"131","AB905983.1.1517","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,17,0.348751670731124,0.123094037892617,0.83069,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"132","AB905983.1.1517","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.72200848179253,0.431690992415902,3.01399,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"133","AB905983.1.1517","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,18,0.358094432011303,0.123892170975249,1.0486,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"134","AB905983.1.1517","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,29,1.02079034308092,0.303148399968475,1.15845,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"135","AB905983.1.1517","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,56,1.66806949705806,0.414390996169932,3.07158,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"136","AB905983.1.1517","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,22,0.480437312580356,0.155428894888964,0.83375,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"137","AB905983.1.1517","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,23,0.202410758901494,0.0645546586797046,0.86796,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"138","AB905983.1.1517","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,21,0.225863026629426,0.0741866848576482,1.11965,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"139","AB905983.1.1517","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,27,0.215504758059561,0.0653869614368462,1.09948,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"140","AB905983.1.1517","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,38,1.0897799791927,0.299588774352129,0.98141,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"141","AB905983.1.1517","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,26,0.222503392104477,0.0682924491364503,0.96037,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"142","AB905983.1.1517","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,20,0.218599711849485,0.072970376484995,0.89665,"Bacteria"," Actinobacteria"," Actinobacteria"," Micrococcales"," Promicromonosporaceae"," Promicromonospora"
"143","ABCM01000001.364165.365666","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,22,0.204313496254696,0.0660985733252276,0.85516,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"144","ABCM01000001.364165.365666","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,35,1.03803564587682,0.291964563785062,1.53812,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"145","ABCM01000001.364165.365666","D7",0,"D7","Water withholding",1.15,1.15,2,2.85,7.7,30,39,1752,187,4.1,3.4,1,52,1.70570270229554,0.431687545436433,2.70387,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"146","ABCM01000001.364165.365666","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,17,0.348751670731124,0.123094037892617,0.83069,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"147","ABCM01000001.364165.365666","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,54,1.6608691990153,0.416363961256203,3.07988,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"148","ABCM01000001.364165.365666","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,19,0.408945801780567,0.138887511228485,0.8546,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"149","ABCM01000001.364165.365666","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,29,1.02079034308092,0.303148399968475,1.15845,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"150","ABCM01000001.364165.365666","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,23,0.195175305821906,0.0622470629447706,0.97772,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"151","ABCM01000001.364165.365666","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,23,0.202410758901494,0.0645546586797046,0.86796,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"152","ABCM01000001.364165.365666","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,26,0.222503392104477,0.0682924491364503,0.96037,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"153","ABCM01000001.364165.365666","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,24,0.241324146918183,0.0759345687016766,1.4484,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"154","ABCM01000001.364165.365666","N8",0,"N8","Nutrient addition",17.14,10.55,15,12.51,7.7,42,46,1679,178,3.2,11.5,0.1,31,0.163640369063508,0.0476531679703922,1.01778,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"155","ABCM01000001.364165.365666","D1",0,"D1","Water withholding",2.92,2.51,6,4.76,7.9,32,39,1638,172,3.1,3,0.7,22,0.470668673147825,0.152268589076303,1.48423,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"156","ABCM01000001.364165.365666","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.72200848179253,0.431690992415902,3.01399,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"157","ABCM01000001.364165.365666","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,27,0.215504758059561,0.0653869614368462,1.09948,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"158","ABCM01000001.364165.365666","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,31,0.181748581272079,0.052926400259936,1.62139,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"159","ABCM01000001.364165.365666","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,38,1.0897799791927,0.299588774352129,0.98141,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"160","ABCM01000001.364165.365666","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,56,1.66806949705806,0.414390996169932,3.07158,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"161","ABCM01000001.364165.365666","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,20,0.218599711849485,0.072970376484995,0.89665,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"162","ABCM01000001.364165.365666","D8",0,"D8","Water withholding",0.99,1.79,3,3.46,7.8,34,43,1588,176,3,42.4,1.4,55,1.6330743654033,0.407521483719243,2.54848,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"163","ABCM01000001.364165.365666","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,22,0.480437312580356,0.155428894888964,0.83375,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"164","ABCM01000001.364165.365666","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,21,0.225863026629426,0.0741866848576482,1.11965,"Bacteria"," Bacteroidetes"," Bacteroidia"," Sphingobacteriales"," Sphingobacteriaceae"," Pedobacter"
"165","ARNI01000005.12.1498","D4",0,"D4","Water withholding",1.82,1.07,4,7.7,7.8,26,39,1547,160,3.2,3.8,0.8,35,1.03803564587682,0.291964563785062,1.53812,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"166","ARNI01000005.12.1498","N3",0,"N3","Nutrient addition",19.86,7.4,21,10.42,7.6,86,153,1587,162,4.8,21.8,0.4,17,0.348751670731124,0.123094037892617,0.83069,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"167","ARNI01000005.12.1498","D6",0,"D6","Water withholding",1.01,1.47,5,6.32,7.8,31,39,1649,189,3.3,21.2,1.1,54,1.71295715088289,0.429421910663761,2.67229,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"168","ARNI01000005.12.1498","C3",0,"C3","Control",5.42,2.37,6,5.94,7.9,34,38,1657,135,3.4,0.5,1,22,0.204313496254696,0.0660985733252276,0.85516,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"169","ARNI01000005.12.1498","N1",0,"N1","Nutrient addition",20.78,15.33,39,35.7,7.7,36,94,1659,187,3.4,28.3,0.7,19,0.408945801780567,0.138887511228485,0.8546,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"170","ARNI01000005.12.1498","N5",0,"N5","Nutrient addition",29.51,8.49,18,21.29,7.6,69,141,1533,149,2.9,19,1.4,56,1.66806949705806,0.414390996169932,3.07158,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"171","ARNI01000005.12.1498","N6",0,"N6","Nutrient addition",27.72,4.97,16,13.02,7.6,63,162,1509,156,3.2,29.6,1.5,54,1.72200848179253,0.431690992415902,3.01399,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"172","ARNI01000005.12.1498","C5",0,"C5","Control",3.29,2.21,7,1.52,7.9,32,38,1699,163,3.7,0.9,0.7,27,0.215504758059561,0.0653869614368462,1.09948,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"173","ARNI01000005.12.1498","D8",0,"D8","Water withholding",0.99,1.79,3,3.46,7.8,34,43,1588,176,3,42.4,1.4,55,1.6330743654033,0.407521483719243,2.54848,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"174","ARNI01000005.12.1498","C1",0,"C1","Control",3.5,3.78,7,2.52,7.7,29,39,1648,158,3.2,0.6,1.4,24,0.241324146918183,0.0759345687016766,1.4484,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"175","ARNI01000005.12.1498","N8",0,"N8","Nutrient addition",17.14,10.55,15,12.51,7.7,42,46,1679,178,3.2,11.5,0.1,31,0.163640369063508,0.0476531679703922,1.01778,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"176","ARNI01000005.12.1498","N4",0,"N4","Nutrient addition",22.51,10.75,24,8.33,7.4,69,97,1527,157,3.4,26.7,0.9,54,1.6608691990153,0.416363961256203,3.07988,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"177","ARNI01000005.12.1498","C4",0,"C4","Control",4.75,5.08,4,4,7.9,27,38,1574,129,3.3,0.5,1.2,26,0.222503392104477,0.0682924491364503,0.96037,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"178","ARNI01000005.12.1498","C7",0,"C7","Control",2.85,2.6,6,2.92,7.8,30,38,1669,157,3.6,0.8,1.4,20,0.218599711849485,0.072970376484995,0.89665,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"179","ARNI01000005.12.1498","N7",0,"N7","Nutrient addition",12.42,8.83,15,9.85,7.7,46,104,1651,201,3.9,20.7,1.7,31,0.181748581272079,0.052926400259936,1.62139,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"180","ARNI01000005.12.1498","C8",0,"C8","Control",5.41,3.25,7,5.55,7.9,26,39,1747,219,4.9,2.4,1.1,23,0.195175305821906,0.0622470629447706,0.97772,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"181","ARNI01000005.12.1498","C6",0,"C6","Control",5.33,2.48,6,3.41,7.9,32,38,1567,151,3.6,0.3,0.6,23,0.202410758901494,0.0645546586797046,0.86796,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"182","ARNI01000005.12.1498","D5",0,"D5","Water withholding",2.77,1.39,6,2.42,7.6,28,39,1636,176,3.4,2.5,0.8,29,1.02079034308092,0.303148399968475,1.15845,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"183","ARNI01000005.12.1498","D2",0,"D2","Water withholding",2.82,0.52,2,3.85,7.7,34,41,1644,184,3.3,37.3,1.4,22,0.480437312580356,0.155428894888964,0.83375,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"184","ARNI01000005.12.1498","N2",0,"N2","Nutrient addition",34.38,4.06,9,9.06,7.4,73,96,1532,161,3.8,24.8,0.7,18,0.358094432011303,0.123892170975249,1.0486,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"185","ARNI01000005.12.1498","C2",0,"C2","Control",4.28,5.45,10,5.18,8,30,39,1607,164,3.1,6.7,1.2,21,0.225863026629426,0.0741866848576482,1.11965,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
"186","ARNI01000005.12.1498","D3",0,"D3","Water withholding",0.86,0.8,6,1.87,7.7,31,39,1599,176,4.2,2.9,1.3,38,1.0897799791927,0.299588774352129,0.98141,"Bacteria"," Bacteroidetes"," Bacteroidia"," Cytophagales"," Spirosomaceae"," Dyadobacter"
